#W_0n	Temperature centrale	Temperature moyenne
40.37	-nan	-nan
40.38	-nan	-nan
40.39	-nan	-nan
40.4	-nan	-nan
40.41	-nan	-nan
40.42	-nan	-nan
40.43	-nan	-nan
40.44	-nan	-nan
40.45	-nan	-nan
40.46	-nan	-nan
40.47	-nan	-nan
40.48	-nan	-nan
40.49	-nan	-nan
40.5	-nan	-nan
40.51	-nan	-nan
40.52	-nan	-nan
40.53	-nan	-nan
40.54	-nan	-nan
40.55	-nan	-nan
40.56	-nan	-nan
40.57	-nan	-nan
40.58	-nan	-nan
40.59	-nan	-nan
40.6	-nan	-nan
40.61	-nan	-nan
40.62	-nan	-nan
40.63	-nan	-nan
40.64	-nan	-nan
40.65	-nan	-nan
40.66	-nan	-nan
40.67	-nan	-nan
40.68	-nan	-nan
40.69	-nan	-nan
40.7	-nan	-nan
40.71	-nan	-nan
40.72	-nan	-nan
40.73	-nan	-nan
40.74	-nan	-nan
40.75	-nan	-nan
40.76	-nan	-nan
40.77	-nan	-nan
40.78	-nan	-nan
40.79	-nan	-nan
40.8	-nan	-nan
40.81	-nan	-nan
40.82	-nan	-nan
40.83	-nan	-nan
40.84	-nan	-nan
40.85	-nan	-nan
40.86	-nan	-nan
40.87	-nan	-nan
40.88	-nan	-nan
40.89	-nan	-nan
40.9	-nan	-nan
40.91	-nan	-nan
40.92	-nan	-nan
40.93	-nan	-nan
40.94	-nan	-nan
40.95	-nan	-nan
40.96	-nan	-nan
40.97	-nan	-nan
40.98	-nan	-nan
40.99	-nan	-nan
41	-nan	-nan
41.01	-nan	-nan
41.02	-nan	-nan
41.03	-nan	-nan
41.04	-nan	-nan
41.05	-nan	-nan
41.06	-nan	-nan
41.07	-nan	-nan
41.08	-nan	-nan
41.09	-nan	-nan
41.1	-nan	-nan
41.11	-nan	-nan
41.12	-nan	-nan
41.13	-nan	-nan
41.14	-nan	-nan
41.15	-nan	-nan
41.16	-nan	-nan
41.17	-nan	-nan
41.18	-nan	-nan
41.19	-nan	-nan
41.2	-nan	-nan
41.21	-nan	-nan
41.22	-nan	-nan
41.23	-nan	-nan
41.24	-nan	-nan
41.25	-nan	-nan
41.26	-nan	-nan
41.27	-nan	-nan
41.28	-nan	-nan
41.29	-nan	-nan
41.3	-nan	-nan
41.31	-nan	-nan
41.32	-nan	-nan
41.33	-nan	-nan
41.34	-nan	-nan
41.35	-nan	-nan
41.36	-nan	-nan
41.37	-nan	-nan
41.38	-nan	-nan
41.39	-nan	-nan
41.4	-nan	-nan
41.41	-nan	-nan
41.42	-nan	-nan
41.43	-nan	-nan
41.44	-nan	-nan
41.45	-nan	-nan
41.46	-nan	-nan
41.47	-nan	-nan
41.48	-nan	-nan
41.49	-nan	-nan
41.5	-nan	-nan
41.51	-nan	-nan
41.52	-nan	-nan
41.53	-nan	-nan
41.54	-nan	-nan
41.55	-nan	-nan
41.56	-nan	-nan
41.57	-nan	-nan
41.58	-nan	-nan
41.59	-nan	-nan
41.6	-nan	-nan
41.61	-nan	-nan
41.62	-nan	-nan
41.63	-nan	-nan
41.64	-nan	-nan
41.65	-nan	-nan
41.66	-nan	-nan
41.67	-nan	-nan
41.68	-nan	-nan
41.69	-nan	-nan
41.7	-nan	-nan
41.71	-nan	-nan
41.72	-nan	-nan
41.73	-nan	-nan
41.74	-nan	-nan
41.75	-nan	-nan
41.76	-nan	-nan
41.77	-nan	-nan
41.78	-nan	-nan
41.79	-nan	-nan
41.8	-nan	-nan
41.81	-nan	-nan
41.82	-nan	-nan
41.83	-nan	-nan
41.84	-nan	-nan
41.85	-nan	-nan
41.86	-nan	-nan
41.87	-nan	-nan
41.88	-nan	-nan
41.89	-nan	-nan
41.9	-nan	-nan
41.91	-nan	-nan
41.92	-nan	-nan
41.93	-nan	-nan
41.94	-nan	-nan
41.95	-nan	-nan
41.96	-nan	-nan
41.97	-nan	-nan
41.98	-nan	-nan
41.99	-nan	-nan
42	-nan	-nan
42.01	-nan	-nan
42.02	-nan	-nan
42.03	-nan	-nan
42.04	-nan	-nan
42.05	-nan	-nan
42.06	-nan	-nan
42.07	-nan	-nan
42.08	-nan	-nan
42.09	-nan	-nan
42.1	-nan	-nan
42.11	-nan	-nan
42.12	-nan	-nan
42.13	-nan	-nan
42.14	-nan	-nan
42.15	-nan	-nan
42.16	-nan	-nan
42.17	-nan	-nan
42.18	-nan	-nan
42.19	-nan	-nan
42.2	-nan	-nan
42.21	-nan	-nan
42.22	-nan	-nan
42.23	-nan	-nan
42.24	-nan	-nan
42.25	-nan	-nan
42.26	-nan	-nan
42.27	-nan	-nan
42.28	-nan	-nan
42.29	-nan	-nan
42.3	-nan	-nan
42.31	-nan	-nan
42.32	-nan	-nan
42.33	-nan	-nan
42.34	-nan	-nan
42.35	-nan	-nan
42.36	-nan	-nan
42.37	-nan	-nan
42.38	-nan	-nan
42.39	-nan	-nan
42.4	-nan	-nan
42.41	-nan	-nan
42.42	-nan	-nan
42.43	-nan	-nan
42.44	-nan	-nan
42.45	-nan	-nan
42.46	-nan	-nan
42.47	-nan	-nan
42.48	-nan	-nan
42.49	-nan	-nan
42.5	-nan	-nan
42.51	-nan	-nan
42.52	-nan	-nan
42.53	-nan	-nan
42.54	-nan	-nan
42.55	-nan	-nan
42.56	-nan	-nan
42.57	-nan	-nan
42.58	-nan	-nan
42.59	-nan	-nan
42.6	-nan	-nan
42.61	-nan	-nan
42.62	-nan	-nan
42.63	-nan	-nan
42.64	-nan	-nan
42.65	-nan	-nan
42.66	-nan	-nan
42.67	-nan	-nan
42.68	-nan	-nan
42.69	-nan	-nan
42.7	-nan	-nan
42.71	-nan	-nan
42.72	-nan	-nan
42.73	-nan	-nan
42.74	-nan	-nan
42.75	-nan	-nan
42.76	-nan	-nan
42.77	-nan	-nan
42.78	-nan	-nan
42.79	-nan	-nan
42.8	-nan	-nan
42.81	-nan	-nan
42.82	-nan	-nan
42.83	-nan	-nan
42.84	-nan	-nan
42.85	-nan	-nan
42.86	-nan	-nan
42.87	-nan	-nan
42.88	-nan	-nan
42.89	-nan	-nan
42.9	-nan	-nan
42.91	-nan	-nan
42.92	-nan	-nan
42.93	-nan	-nan
42.94	-nan	-nan
42.95	-nan	-nan
42.96	-nan	-nan
42.97	-nan	-nan
42.98	-nan	-nan
42.99	-nan	-nan
43	-nan	-nan
43.01	-nan	-nan
43.02	-nan	-nan
43.03	-nan	-nan
43.04	-nan	-nan
43.05	-nan	-nan
43.06	-nan	-nan
43.07	-nan	-nan
43.08	-nan	-nan
43.09	-nan	-nan
43.1	-nan	-nan
43.11	-nan	-nan
43.12	-nan	-nan
43.13	-nan	-nan
43.14	-nan	-nan
43.15	-nan	-nan
43.16	-nan	-nan
43.17	-nan	-nan
43.18	-nan	-nan
43.19	-nan	-nan
43.2	-nan	-nan
43.21	-nan	-nan
43.22	-nan	-nan
43.23	-nan	-nan
43.24	-nan	-nan
43.25	-nan	-nan
43.26	-nan	-nan
43.27	-nan	-nan
43.28	-nan	-nan
43.29	-nan	-nan
43.3	-nan	-nan
43.31	-nan	-nan
43.32	-nan	-nan
43.33	-nan	-nan
43.34	-nan	-nan
43.35	-nan	-nan
43.36	-nan	-nan
43.37	-nan	-nan
43.38	-nan	-nan
43.39	-nan	-nan
43.4	-nan	-nan
43.41	-nan	-nan
43.42	-nan	-nan
43.43	-nan	-nan
43.44	-nan	-nan
43.45	-nan	-nan
43.46	-nan	-nan
43.47	-nan	-nan
43.48	-nan	-nan
43.49	-nan	-nan
43.5	-nan	-nan
43.51	-nan	-nan
43.52	-nan	-nan
43.53	-nan	-nan
43.54	-nan	-nan
43.55	-nan	-nan
43.56	-nan	-nan
43.57	-nan	-nan
43.58	-nan	-nan
43.59	-nan	-nan
43.6	-nan	-nan
43.61	-nan	-nan
43.62	-nan	-nan
43.63	-nan	-nan
43.64	-nan	-nan
43.65	-nan	-nan
43.66	-nan	-nan
43.67	-nan	-nan
43.68	-nan	-nan
43.69	-nan	-nan
43.7	-nan	-nan
43.71	-nan	-nan
43.72	-nan	-nan
43.73	-nan	-nan
43.74	-nan	-nan
43.75	-nan	-nan
43.76	-nan	-nan
43.77	-nan	-nan
43.78	-nan	-nan
43.79	-nan	-nan
43.8	-nan	-nan
43.81	-nan	-nan
43.82	-nan	-nan
43.83	-nan	-nan
43.84	-nan	-nan
43.85	-nan	-nan
43.86	-nan	-nan
43.87	-nan	-nan
43.88	-nan	-nan
43.89	-nan	-nan
43.9	-nan	-nan
43.91	-nan	-nan
43.92	-nan	-nan
43.93	-nan	-nan
43.94	-nan	-nan
43.95	-nan	-nan
43.96	-nan	-nan
43.97	-nan	-nan
43.98	-nan	-nan
43.99	-nan	-nan
44	-nan	-nan
44.01	-nan	-nan
44.02	-nan	-nan
44.03	-nan	-nan
44.04	-nan	-nan
44.05	-nan	-nan
44.06	-nan	-nan
44.07	-nan	-nan
44.08	-nan	-nan
44.09	-nan	-nan
44.1	-nan	-nan
44.11	-nan	-nan
44.12	-nan	-nan
44.13	-nan	-nan
44.14	-nan	-nan
44.15	-nan	-nan
44.16	-nan	-nan
44.17	-nan	-nan
44.18	-nan	-nan
44.19	-nan	-nan
44.2	-nan	-nan
44.21	-nan	-nan
44.22	-nan	-nan
44.23	-nan	-nan
44.24	-nan	-nan
44.25	-nan	-nan
44.26	-nan	-nan
44.27	-nan	-nan
44.28	-nan	-nan
44.29	-nan	-nan
44.3	-nan	-nan
44.31	-nan	-nan
44.32	-nan	-nan
44.33	-nan	-nan
44.34	-nan	-nan
44.35	-nan	-nan
44.36	-nan	-nan
44.37	-nan	-nan
44.38	-nan	-nan
44.39	-nan	-nan
44.4	-nan	-nan
44.41	-nan	-nan
44.42	-nan	-nan
44.43	-nan	-nan
44.44	-nan	-nan
44.45	-nan	-nan
44.46	-nan	-nan
44.47	-nan	-nan
44.48	-nan	-nan
44.49	-nan	-nan
44.5	-nan	-nan
44.51	-nan	-nan
44.52	-nan	-nan
44.53	-nan	-nan
44.54	-nan	-nan
44.55	-nan	-nan
44.56	-nan	-nan
44.57	-nan	-nan
44.58	-nan	-nan
44.59	-nan	-nan
44.6	-nan	-nan
44.61	-nan	-nan
44.62	-nan	-nan
44.63	-nan	-nan
44.64	-nan	-nan
44.65	-nan	-nan
44.66	-nan	-nan
44.67	-nan	-nan
44.68	-nan	-nan
44.69	-nan	-nan
44.7	-nan	-nan
44.71	-nan	-nan
44.72	-nan	-nan
44.73	-nan	-nan
44.74	-nan	-nan
44.75	-nan	-nan
44.76	-nan	-nan
44.77	-nan	-nan
44.78	-nan	-nan
44.79	-nan	-nan
44.8	-nan	-nan
44.81	-nan	-nan
44.82	-nan	-nan
44.83	-nan	-nan
44.84	-nan	-nan
44.85	-nan	-nan
44.86	-nan	-nan
44.87	-nan	-nan
44.88	-nan	-nan
44.89	-nan	-nan
44.9	-nan	-nan
44.91	-nan	-nan
44.92	-nan	-nan
44.93	-nan	-nan
44.94	-nan	-nan
44.95	-nan	-nan
44.96	-nan	-nan
44.97	-nan	-nan
44.98	-nan	-nan
44.99	-nan	-nan
45	-nan	-nan
45.01	-nan	-nan
45.02	-nan	-nan
45.03	-nan	-nan
45.04	-nan	-nan
45.05	-nan	-nan
45.06	-nan	-nan
45.07	-nan	-nan
45.08	-nan	-nan
45.09	-nan	-nan
45.1	-nan	-nan
45.11	-nan	-nan
45.12	-nan	-nan
45.13	-nan	-nan
45.14	-nan	-nan
45.15	-nan	-nan
45.16	-nan	-nan
45.17	-nan	-nan
45.18	-nan	-nan
45.19	-nan	-nan
45.2	-nan	-nan
45.21	-nan	-nan
45.22	-nan	-nan
45.23	-nan	-nan
45.24	-nan	-nan
45.25	-nan	-nan
45.26	-nan	-nan
45.27	-nan	-nan
45.28	-nan	-nan
45.29	-nan	-nan
45.3	-nan	-nan
45.31	-nan	-nan
45.32	-nan	-nan
45.33	-nan	-nan
45.34	-nan	-nan
45.35	-nan	-nan
45.36	-nan	-nan
45.37	-nan	-nan
45.38	-nan	-nan
45.39	-nan	-nan
45.4	-nan	-nan
45.41	-nan	-nan
45.42	-nan	-nan
45.43	-nan	-nan
45.44	-nan	-nan
45.45	-nan	-nan
45.46	-nan	-nan
45.47	-nan	-nan
45.48	-nan	-nan
45.49	-nan	-nan
45.5	-nan	-nan
45.51	-nan	-nan
45.52	-nan	-nan
45.53	-nan	-nan
45.54	-nan	-nan
45.55	-nan	-nan
45.56	-nan	-nan
45.57	-nan	-nan
45.58	-nan	-nan
45.59	-nan	-nan
45.6	-nan	-nan
45.61	-nan	-nan
45.62	-nan	-nan
45.63	-nan	-nan
45.64	-nan	-nan
45.65	-nan	-nan
45.66	-nan	-nan
45.67	-nan	-nan
45.68	-nan	-nan
45.69	-nan	-nan
45.7	-nan	-nan
45.71	-nan	-nan
45.72	-nan	-nan
45.73	-nan	-nan
45.74	-nan	-nan
45.75	-nan	-nan
45.76	-nan	-nan
45.77	-nan	-nan
45.78	-nan	-nan
45.79	-nan	-nan
45.8	-nan	-nan
45.81	-nan	-nan
45.82	-nan	-nan
45.83	-nan	-nan
45.84	-nan	-nan
45.85	-nan	-nan
45.86	-nan	-nan
45.87	-nan	-nan
45.88	-nan	-nan
45.89	-nan	-nan
45.9	-nan	-nan
45.91	-nan	-nan
45.92	-nan	-nan
45.93	-nan	-nan
45.94	-nan	-nan
45.95	-nan	-nan
45.96	-nan	-nan
45.97	-nan	-nan
45.98	-nan	-nan
45.99	-nan	-nan
46	-nan	-nan
46.01	-nan	-nan
46.02	-nan	-nan
46.03	-nan	-nan
46.04	-nan	-nan
46.05	-nan	-nan
46.06	-nan	-nan
46.07	-nan	-nan
46.08	-nan	-nan
46.09	-nan	-nan
46.1	-nan	-nan
46.11	-nan	-nan
46.12	-nan	-nan
46.13	-nan	-nan
46.14	-nan	-nan
46.15	-nan	-nan
46.16	-nan	-nan
46.17	-nan	-nan
46.18	-nan	-nan
46.19	-nan	-nan
46.2	-nan	-nan
46.21	-nan	-nan
46.22	-nan	-nan
46.23	-nan	-nan
46.24	-nan	-nan
46.25	-nan	-nan
46.26	-nan	-nan
46.27	-nan	-nan
46.28	-nan	-nan
46.29	-nan	-nan
46.3	-nan	-nan
46.31	-nan	-nan
46.32	-nan	-nan
46.33	-nan	-nan
46.34	-nan	-nan
46.35	-nan	-nan
46.36	-nan	-nan
46.37	-nan	-nan
46.38	-nan	-nan
46.39	-nan	-nan
46.4	-nan	-nan
46.41	-nan	-nan
46.42	-nan	-nan
46.43	-nan	-nan
46.44	-nan	-nan
46.45	-nan	-nan
46.46	-nan	-nan
46.47	-nan	-nan
46.48	-nan	-nan
46.49	-nan	-nan
46.5	-nan	-nan
46.51	-nan	-nan
46.52	-nan	-nan
46.53	-nan	-nan
46.54	-nan	-nan
46.55	-nan	-nan
46.56	-nan	-nan
46.57	-nan	-nan
46.58	-nan	-nan
46.59	-nan	-nan
46.6	-nan	-nan
46.61	-nan	-nan
46.62	-nan	-nan
46.63	-nan	-nan
46.64	-nan	-nan
46.65	-nan	-nan
46.66	-nan	-nan
46.67	-nan	-nan
46.68	-nan	-nan
46.69	-nan	-nan
46.7	-nan	-nan
46.71	-nan	-nan
46.72	-nan	-nan
46.73	-nan	-nan
46.74	-nan	-nan
46.75	-nan	-nan
46.76	-nan	-nan
46.77	-nan	-nan
46.78	-nan	-nan
46.79	-nan	-nan
46.8	-nan	-nan
46.81	-nan	-nan
46.82	-nan	-nan
46.83	-nan	-nan
46.84	-nan	-nan
46.85	-nan	-nan
46.86	-nan	-nan
46.87	-nan	-nan
46.88	-nan	-nan
46.89	-nan	-nan
46.9	-nan	-nan
46.91	-nan	-nan
46.92	-nan	-nan
46.93	-nan	-nan
46.94	-nan	-nan
46.95	-nan	-nan
46.96	-nan	-nan
46.97	-nan	-nan
46.98	-nan	-nan
46.99	-nan	-nan
47	-nan	-nan
47.01	-nan	-nan
47.02	-nan	-nan
47.03	-nan	-nan
47.04	-nan	-nan
47.05	-nan	-nan
47.06	-nan	-nan
47.07	-nan	-nan
47.08	-nan	-nan
47.09	-nan	-nan
47.1	-nan	-nan
47.11	-nan	-nan
47.12	-nan	-nan
47.13	-nan	-nan
47.14	-nan	-nan
47.15	-nan	-nan
47.16	-nan	-nan
47.17	-nan	-nan
47.18	-nan	-nan
47.19	-nan	-nan
47.2	-nan	-nan
47.21	-nan	-nan
47.22	-nan	-nan
47.23	-nan	-nan
47.24	-nan	-nan
47.25	-nan	-nan
47.26	-nan	-nan
47.27	-nan	-nan
47.28	-nan	-nan
47.29	-nan	-nan
47.3	-nan	-nan
47.31	-nan	-nan
47.32	-nan	-nan
47.33	-nan	-nan
47.34	-nan	-nan
47.35	-nan	-nan
47.36	-nan	-nan
47.37	-nan	-nan
47.38	-nan	-nan
47.39	-nan	-nan
47.4	-nan	-nan
47.41	-nan	-nan
47.42	-nan	-nan
47.43	-nan	-nan
47.44	-nan	-nan
47.45	-nan	-nan
47.46	-nan	-nan
47.47	-nan	-nan
47.48	-nan	-nan
47.49	-nan	-nan
47.5	-nan	-nan
47.51	-nan	-nan
47.52	-nan	-nan
47.53	-nan	-nan
47.54	-nan	-nan
47.55	-nan	-nan
47.56	-nan	-nan
47.57	-nan	-nan
47.58	-nan	-nan
47.59	-nan	-nan
47.6	-nan	-nan
47.61	-nan	-nan
47.62	-nan	-nan
47.63	-nan	-nan
47.64	-nan	-nan
47.65	-nan	-nan
47.66	-nan	-nan
47.67	-nan	-nan
47.68	-nan	-nan
47.69	-nan	-nan
47.7	-nan	-nan
47.71	-nan	-nan
47.72	-nan	-nan
47.73	-nan	-nan
47.74	-nan	-nan
47.75	-nan	-nan
47.76	-nan	-nan
47.77	-nan	-nan
47.78	-nan	-nan
47.79	-nan	-nan
47.8	-nan	-nan
47.81	-nan	-nan
47.82	-nan	-nan
47.83	-nan	-nan
47.84	-nan	-nan
47.85	-nan	-nan
47.86	-nan	-nan
47.87	-nan	-nan
47.88	-nan	-nan
47.89	-nan	-nan
47.9	-nan	-nan
47.91	-nan	-nan
47.92	-nan	-nan
47.93	-nan	-nan
47.94	-nan	-nan
47.95	-nan	-nan
47.96	-nan	-nan
47.97	-nan	-nan
47.98	-nan	-nan
47.99	-nan	-nan
48	-nan	-nan
48.01	-nan	-nan
48.02	-nan	-nan
48.03	-nan	-nan
48.04	-nan	-nan
48.05	-nan	-nan
48.06	-nan	-nan
48.07	-nan	-nan
48.08	-nan	-nan
48.09	-nan	-nan
48.1	-nan	-nan
48.11	-nan	-nan
48.12	-nan	-nan
48.13	-nan	-nan
48.14	-nan	-nan
48.15	-nan	-nan
48.16	-nan	-nan
48.17	-nan	-nan
48.18	-nan	-nan
48.19	-nan	-nan
48.2	-nan	-nan
48.21	-nan	-nan
48.22	-nan	-nan
48.23	-nan	-nan
48.24	-nan	-nan
48.25	-nan	-nan
48.26	-nan	-nan
48.27	-nan	-nan
48.28	-nan	-nan
48.29	-nan	-nan
48.3	-nan	-nan
48.31	-nan	-nan
48.32	-nan	-nan
48.33	-nan	-nan
48.34	-nan	-nan
48.35	-nan	-nan
48.36	-nan	-nan
48.37	-nan	-nan
48.38	-nan	-nan
48.39	-nan	-nan
48.4	-nan	-nan
48.41	-nan	-nan
48.42	-nan	-nan
48.43	-nan	-nan
48.44	-nan	-nan
48.45	-nan	-nan
48.46	-nan	-nan
48.47	-nan	-nan
48.48	-nan	-nan
48.49	-nan	-nan
48.5	-nan	-nan
48.51	-nan	-nan
48.52	-nan	-nan
48.53	-nan	-nan
48.54	-nan	-nan
48.55	-nan	-nan
48.56	-nan	-nan
48.57	-nan	-nan
48.58	-nan	-nan
48.59	-nan	-nan
48.6	-nan	-nan
48.61	-nan	-nan
48.62	-nan	-nan
48.63	-nan	-nan
48.64	-nan	-nan
48.65	-nan	-nan
48.66	-nan	-nan
48.67	-nan	-nan
48.68	-nan	-nan
48.69	-nan	-nan
48.7	-nan	-nan
48.71	-nan	-nan
48.72	-nan	-nan
48.73	-nan	-nan
48.74	-nan	-nan
48.75	-nan	-nan
48.76	-nan	-nan
48.77	-nan	-nan
48.78	-nan	-nan
48.79	-nan	-nan
48.8	-nan	-nan
48.81	-nan	-nan
48.82	-nan	-nan
48.83	-nan	-nan
48.84	-nan	-nan
48.85	-nan	-nan
48.86	-nan	-nan
48.87	-nan	-nan
48.88	-nan	-nan
48.89	-nan	-nan
48.9	-nan	-nan
48.91	-nan	-nan
48.92	-nan	-nan
48.93	-nan	-nan
48.94	-nan	-nan
48.95	-nan	-nan
48.96	-nan	-nan
48.97	-nan	-nan
48.98	-nan	-nan
48.99	-nan	-nan
49	-nan	-nan
49.01	-nan	-nan
49.02	-nan	-nan
49.03	-nan	-nan
49.04	-nan	-nan
49.05	-nan	-nan
49.06	-nan	-nan
49.07	-nan	-nan
49.08	-nan	-nan
49.09	-nan	-nan
49.1	-nan	-nan
49.11	-nan	-nan
49.12	-nan	-nan
49.13	-nan	-nan
49.14	-nan	-nan
49.15	-nan	-nan
49.16	-nan	-nan
49.17	-nan	-nan
49.18	-nan	-nan
49.19	-nan	-nan
49.2	-nan	-nan
49.21	-nan	-nan
49.22	-nan	-nan
49.23	-nan	-nan
49.24	-nan	-nan
49.25	-nan	-nan
49.26	-nan	-nan
49.27	-nan	-nan
49.28	-nan	-nan
49.29	-nan	-nan
49.3	-nan	-nan
49.31	-nan	-nan
49.32	-nan	-nan
49.33	-nan	-nan
49.34	-nan	-nan
49.35	-nan	-nan
49.36	-nan	-nan
49.37	-nan	-nan
49.38	-nan	-nan
49.39	-nan	-nan
49.4	-nan	-nan
49.41	-nan	-nan
49.42	-nan	-nan
49.43	-nan	-nan
49.44	-nan	-nan
49.45	-nan	-nan
49.46	-nan	-nan
49.47	-nan	-nan
49.48	-nan	-nan
49.49	-nan	-nan
49.5	-nan	-nan
49.51	-nan	-nan
49.52	-nan	-nan
49.53	-nan	-nan
49.54	-nan	-nan
49.55	-nan	-nan
49.56	-nan	-nan
49.57	-nan	-nan
49.58	-nan	-nan
49.59	-nan	-nan
49.6	-nan	-nan
49.61	-nan	-nan
49.62	-nan	-nan
49.63	-nan	-nan
49.64	-nan	-nan
49.65	-nan	-nan
49.66	-nan	-nan
49.67	-nan	-nan
49.68	-nan	-nan
49.69	-nan	-nan
49.7	-nan	-nan
49.71	-nan	-nan
49.72	-nan	-nan
49.73	-nan	-nan
49.74	-nan	-nan
49.75	-nan	-nan
49.76	-nan	-nan
49.77	-nan	-nan
49.78	-nan	-nan
49.79	-nan	-nan
49.8	-nan	-nan
49.81	-nan	-nan
49.82	-nan	-nan
49.83	-nan	-nan
49.84	-nan	-nan
49.85	-nan	-nan
49.86	-nan	-nan
49.87	-nan	-nan
49.88	-nan	-nan
49.89	-nan	-nan
49.9	-nan	-nan
49.91	-nan	-nan
49.92	-nan	-nan
49.93	-nan	-nan
49.94	-nan	-nan
49.95	-nan	-nan
49.96	-nan	-nan
49.97	-nan	-nan
49.98	-nan	-nan
49.99	-nan	-nan
50	-nan	-nan
50.01	-nan	-nan
50.02	-nan	-nan
50.03	-nan	-nan
50.04	-nan	-nan
50.05	-nan	-nan
50.06	-nan	-nan
50.07	-nan	-nan
50.08	-nan	-nan
50.09	-nan	-nan
50.1	-nan	-nan
50.11	-nan	-nan
50.12	-nan	-nan
50.13	-nan	-nan
50.14	-nan	-nan
50.15	-nan	-nan
50.16	-nan	-nan
50.17	-nan	-nan
50.18	-nan	-nan
50.19	-nan	-nan
50.2	-nan	-nan
50.21	-nan	-nan
50.22	-nan	-nan
50.23	-nan	-nan
50.24	-nan	-nan
50.25	-nan	-nan
50.26	-nan	-nan
50.27	-nan	-nan
50.28	-nan	-nan
50.29	-nan	-nan
50.3	-nan	-nan
50.31	-nan	-nan
50.32	-nan	-nan
50.33	-nan	-nan
50.34	-nan	-nan
50.35	-nan	-nan
50.36	-nan	-nan
50.37	-nan	-nan
50.38	-nan	-nan
50.39	-nan	-nan
50.4	-nan	-nan
50.41	-nan	-nan
50.42	-nan	-nan
50.43	-nan	-nan
50.44	-nan	-nan
50.45	-nan	-nan
50.46	-nan	-nan
50.47	-nan	-nan
50.48	-nan	-nan
50.49	-nan	-nan
50.5	-nan	-nan
50.51	-nan	-nan
50.52	-nan	-nan
50.53	-nan	-nan
50.54	-nan	-nan
50.55	-nan	-nan
50.56	-nan	-nan
50.57	-nan	-nan
50.58	-nan	-nan
50.59	-nan	-nan
50.6	-nan	-nan
50.61	-nan	-nan
50.62	-nan	-nan
50.63	-nan	-nan
50.64	-nan	-nan
50.65	-nan	-nan
50.66	-nan	-nan
50.67	-nan	-nan
50.68	-nan	-nan
50.69	-nan	-nan
50.7	-nan	-nan
50.71	-nan	-nan
50.72	-nan	-nan
50.73	-nan	-nan
50.74	-nan	-nan
50.75	-nan	-nan
50.76	-nan	-nan
50.77	-nan	-nan
50.78	-nan	-nan
50.79	-nan	-nan
50.8	-nan	-nan
50.81	-nan	-nan
50.82	-nan	-nan
50.83	-nan	-nan
50.84	-nan	-nan
50.85	-nan	-nan
50.86	-nan	-nan
50.87	-nan	-nan
50.88	-nan	-nan
50.89	-nan	-nan
50.9	-nan	-nan
50.91	-nan	-nan
50.92	-nan	-nan
50.93	-nan	-nan
50.94	-nan	-nan
50.95	-nan	-nan
50.96	-nan	-nan
50.97	-nan	-nan
50.98	-nan	-nan
50.99	-nan	-nan
51	-nan	-nan
51.01	-nan	-nan
51.02	-nan	-nan
51.03	-nan	-nan
51.04	-nan	-nan
51.05	-nan	-nan
51.06	-nan	-nan
51.07	-nan	-nan
51.08	-nan	-nan
51.09	-nan	-nan
51.1	-nan	-nan
51.11	-nan	-nan
51.12	-nan	-nan
51.13	-nan	-nan
51.14	-nan	-nan
51.15	-nan	-nan
51.16	-nan	-nan
51.17	-nan	-nan
51.18	-nan	-nan
51.19	-nan	-nan
51.2	-nan	-nan
51.21	-nan	-nan
51.22	-nan	-nan
51.23	-nan	-nan
51.24	-nan	-nan
51.25	-nan	-nan
51.26	-nan	-nan
51.27	-nan	-nan
51.28	-nan	-nan
51.29	-nan	-nan
51.3	-nan	-nan
51.31	-nan	-nan
51.32	-nan	-nan
51.33	-nan	-nan
51.34	-nan	-nan
51.35	-nan	-nan
51.36	-nan	-nan
51.37	-nan	-nan
51.38	-nan	-nan
51.39	-nan	-nan
51.4	-nan	-nan
51.41	-nan	-nan
51.42	-nan	-nan
51.43	-nan	-nan
51.44	-nan	-nan
51.45	-nan	-nan
51.46	-nan	-nan
51.47	-nan	-nan
51.48	-nan	-nan
51.49	-nan	-nan
51.5	-nan	-nan
51.51	-nan	-nan
51.52	-nan	-nan
51.53	-nan	-nan
51.54	-nan	-nan
51.55	-nan	-nan
51.56	-nan	-nan
51.57	-nan	-nan
51.58	-nan	-nan
51.59	-nan	-nan
51.6	-nan	-nan
51.61	-nan	-nan
51.62	-nan	-nan
51.63	-nan	-nan
51.64	-nan	-nan
51.65	-nan	-nan
51.66	-nan	-nan
51.67	-nan	-nan
51.68	-nan	-nan
51.69	-nan	-nan
51.7	-nan	-nan
51.71	-nan	-nan
51.72	-nan	-nan
51.73	-nan	-nan
51.74	-nan	-nan
51.75	-nan	-nan
51.76	-nan	-nan
51.77	-nan	-nan
51.78	-nan	-nan
51.79	-nan	-nan
51.8	-nan	-nan
51.81	-nan	-nan
51.82	-nan	-nan
51.83	-nan	-nan
51.84	-nan	-nan
51.85	-nan	-nan
51.86	-nan	-nan
51.87	-nan	-nan
51.88	-nan	-nan
51.89	-nan	-nan
51.9	-nan	-nan
51.91	-nan	-nan
51.92	-nan	-nan
51.93	-nan	-nan
51.94	-nan	-nan
51.95	-nan	-nan
51.96	-nan	-nan
51.97	-nan	-nan
51.98	-nan	-nan
51.99	-nan	-nan
52	-nan	-nan
52.01	-nan	-nan
52.02	-nan	-nan
